AUTHOR	UUIDS	PMIDS	PI	NUMPAPERS
Mutschler I	4a7741d1-0117-303a-b8c4-21b29f1e33c7	19264143	0	1
Muzik O	d99e6b4d-2118-309c-a0b5-fca6d10a314f	21073970	0	1
Mwangi B	0b05d155-4586-344a-baac-d0f1b32be16d	23501046	0	1
Myczkowski ML	9b29e7a0-63aa-3d3e-904b-2af2a1c77080	19398020	0	1
Myers A	8087a3ef-b659-357a-8610-b4d3dc5b7a4f	20888920	0	1
Myers C	5207023f-cc39-3dd7-928a-a331602a5204	15014103	0	1
Myers CE	d43d8e1e-9d6c-35d3-9392-c2098dfa0672	16339029	0	1
Myers CS	dbf97869-dc41-3078-9595-108a3807b090	18479670	0	1
Myers EB	b326860c-66be-3e01-836d-039b34e950ad	17178420,18279947,17504782,18656462,16842827	1	5
Myers EH	e613de51-af5c-3d43-b643-430514b713de	20347043	0	1
Myers MM	de21b2af-5f4f-3ce2-be99-567c6e4fc6ea	22021653	0	1
Myers US	992199e0-fafa-3cb7-a993-11892eb3440d	22960252	0	1
Myowa-Yamakoshi M	c8584ab0-5f6e-3ad1-99f7-0b1457456cfc	15801606	0	1
Myrick H	ef1d5857-5028-3808-92db-8943dde1b18e	21790899	0	1
N'Diaye K	62fd1ce5-81ba-34d9-b4ac-7bd66b7a79bc	21427167	0	1
N'Guyen-Morel MA	8a5bc22c-48a2-35e4-b10a-6ca0966f44ad	20739053	0	1
Na BJ	ad0d48b6-8113-371c-a0db-fc52f288491e	19666085	0	1
Naatanen R	6e235e12-46e3-3d4a-8f16-1de793ae5a21	17182905	1	1
Nabavi A	36862909-d2cf-397a-9b39-d81ae3aeb0dc	17293127	0	1
Nabeyama M	80df8d2e-7647-371e-ab7e-e37b0f9918bd	15820711,15970434,20833001,18667293	0	4
Nabrozidis A	0375e7f7-5f53-3adb-aa58-ce93ada57440	23196144	0	1
Naccache L	39aad80f-80ad-37e7-83da-629282064c4c	19781648,18809500,10648437,16387476	0	4
Naccarato M	e918d069-bdee-3468-8f9d-772102f50402	20004249	0	1
Nachtigall L	3d1b42da-fc41-348a-b670-bdb2bfe74695	23699528	0	1
Naci L	d39c816e-1d1d-37b3-a04a-e1ea956de54c	23719806	0	1
Nadeau V	e647bc95-7047-3f68-b431-c433ed09c56e	19523766	0	1
Nadel L	b4de6a15-e176-31b8-a44d-f89c20dd910a	18420234,20385169	1	2
Nadkarni N	582bda3c-afa7-3bc7-9307-0cd9a2a8ca68	20100582	0	1
Naegel S	ffca6287-3ce2-3328-9e94-63038fec1dc7	23485849	0	1
Naegelin Y	9816dc08-7ec7-3e67-a7c2-e1761bca9d45	20167205	0	1
Naert A	6ea0566a-b45e-3aa7-9431-a3f877c749b6	20851771	0	1
Nagahama Y	0fc5382b-3c01-35e2-adb8-22894ec931fe	10734010	0	1
Nagai Y	46bcaa55-5d19-3d62-a0f5-f87e522880f1	15110014,15050551	0	2
Nagamine T	35a80085-022f-3fec-874f-b91a8bdde5d7	10734010	0	1
Naganawa S	8c1830e6-2b4a-3f27-befe-a22f85dedbb2	15792893,20416360	0	2
Nagano-Saito A	ae8e66d0-2734-3fc1-b6dd-0970c158c9b4	21925720,18385328,22552189	0	3
Naganuma T	121ab695-5405-3d2c-a3ba-25d9ab0a3a6a	15681032	0	1
Nagao E	55a49d95-aac4-31c9-a552-96ab146b9c81	20833001	0	1
Nagarajan SS	b2eae158-4524-3ae2-b3d5-8249a2260b83	23536060,14980564	1	2
Nagase T	bae6167d-9c60-36e3-94ed-bea3d4ae6116	21988892,22965755,23671021	0	3
Nagel BJ	01e2f058-27ea-383a-a31b-bdd9b400f3f4	22002939,16434125,21778039,20970506,20728873,18356027,23511846	1	7
Nagel IE	9b0b3504-1004-3f0d-a483-6a94ba8c59f7	24155318,18692142	0	2
Nagel M	b8e385bf-d45f-3810-8c59-28457ac5ee99	16760196,16216531,18420428,22693639,15016102	0	5
Nagele T	17647064-663c-3727-93ed-fce57d7636aa	19631275	0	1
Nagels A	c84320db-4f7c-3d95-b3c6-3bca80782b6d	20727411,22521476,21447325,22691614	1	4
Nager W	afb6bc27-0611-3eb6-987c-15573c365b92	20038544	0	1
Naghavi HR	2fdccb0b-b287-34a3-80a3-21c49cf67a84	22024505	0	1
Nagode JC	a669e1b0-5c0b-30e1-8324-ea7eccc8b3b6	21645625	0	1
Nagy E	218fbcea-ec28-3d46-9e71-d29673262ab7	20674554	0	1
Nagy F	41c5fe99-2a01-3047-a0a1-c112117186a4	18945600	0	1
Nahab FB	21874f17-27cb-3fd5-8ec8-71d01d566a40	18937281,20378581	0	2
Nahas Z	ffd436b6-6f58-3700-91b0-84e6dadd6353	15050863	0	1
Nahum L	a4b9cfae-a25d-39f0-a505-d46320d33a0c	20060966	0	1
Naik P	a95a0ffd-2e08-37fd-8594-72325343d609	19151375	0	1
Nair DG	dcddfc76-00e7-37fe-90f4-8c7528a2de2c	17070707	0	1
Nair-Collins S	55447599-2410-3422-8c39-49dd1811ff2c	22735157	0	1
Naismith SL	00df1f7b-2314-348e-ac71-307bc1849a6c	24142148,23485851,23382821	0	3
Naito E	0f67bbb1-bc36-34f2-90d1-7879ea423043	19041965,18003884,15130592,16597731,19961833,15385595,17596454,17553017	1	8
Najee-Ullah M'	d60ca805-0473-3bde-b94a-0ed32c4fffea	23844132	0	1
Najt P	f4d0ede9-8f95-3e10-9f53-8b8151d62047	21391267,21676597	0	2
Nakabayashi T	204db667-beef-3c80-b311-3d76bbb0d6e5	16330500	0	1
Nakada T	d2ea67bb-f945-38a2-81f0-b73b903e3579	22820634,18621033	1	2
Nakagawa A	7b51e702-aea4-3139-b05d-65328ad82b2d	15820711,15970434,20833001,18667293	0	4
Nakagawa S	2f2bc08f-f709-3988-a689-62de57c19371	22965755,23671021,23457592,22926287	0	4
Nakahachi T	6eee1d77-8c77-3dce-8e69-dd746ffa8993	22125634,22047628	0	2
Nakahara H	34c92881-b0fe-300b-809a-d9ec9160db51	22726841	1	1
Nakai R	b4ba8276-9c49-33b9-8f78-fa18264aefad	19375695	0	1
Nakai T	d869ff18-355c-31bf-8c7b-a0b398b45d73	17284349,15811551,20056159	1	3
Nakajima K	8bb7264f-2794-31f1-8800-c1aadce34954	10355680	0	1
Nakajima T	a0a88ebb-bce6-3710-be9d-03c131d436d3	16249100,17913515	0	2
Nakajima Y	9a7d72df-f657-3d1c-a3bf-7a1690ebe127	19429003	0	1
Nakama H	96405ff4-b8c8-3fef-8e07-f181d1b55c9d	22159107	0	1
Nakamae T	d4e9b574-6187-3c90-9846-37073e5fb84e	21055445	0	1
Nakamaru T	c6042216-8c23-3852-9c5a-c10592d6049d	18938220	0	1
Nakamura A	3392f85f-0383-3bb3-978e-518345098cb8	15325349	0	1
Nakamura K	3ed2b6c9-c985-303b-b823-dad64c0b9473	15893574,21813680,19770045,10734010,10775540,16027011,20051357,22796994,17045492,21055445,22819228	1	11
Nakamura M	dcdcdc46-f0a0-35db-ba53-a94b7b785575	18948210,19560907	0	2
Nakamura N	50648c35-60f0-301d-aea0-23ebc5283685	18922517,20456928,18374603	0	3
Nakamura T	1cb179ed-a7c6-3237-b103-b25a873cf374	15792893	0	1
Nakamura W	83447620-e78c-3fea-9890-7f64a1b1e73f	17030047,16300965	0	2
Nakamura Y	f9990344-4ea2-3073-b522-da499625b5d8	17524667,21762881,21762881	0	3
Nakano I	20434b15-adae-3d1f-822a-96957e79a675	18996420	0	1
Nakao T	542835fb-a4bd-303c-8db6-1e4b47b1b8b5	19409960,20655361,15820711,20888872,15970434,20833001,18667293	0	7
Nakashima K	4a1a6a7d-04c3-3b25-a624-4e8c3b56fcc7	20144945	0	1
Nakashima T	ed508ba5-dee7-3ea7-a3cd-b7400a29696b	17553017	0	1
Nakata H	c389d2e7-71c0-397b-85ea-cf41a038cc69	18083602,18585060,19710378,19781597,19576957,16280463,23562793	0	7
Nakata R	ee75813e-b513-39cc-996e-552ba3cb3f9c	22459043	0	1
Nakatani E	7149d5a3-4d1d-3fdf-841b-ab329f1d8bd6	15820711,15970434,18667293	0	3
Nakayama K	935bd6de-6027-333b-8ac5-832452ef10f5	18809923	0	1
Nakic M	d6ffb281-79cf-3899-b774-5fd0144c1379	19523967,16387514,16647271,17161627,16418007	0	5
Naliboff B	e640e430-b77b-3cd1-a2af-1171bd4857dc	23864686	0	1
Naliboff BD	381d39f8-bff9-3d34-a8a1-b30939745007	18184777,21880911,22917679,21334442	1	4
Nam EC	11ea7f7f-8997-3bfe-8ae2-a448d9f8dd6d	23823501	1	1
Nam EJ	d9fce94f-327a-3e2f-88b2-103cfee90cac	23419861,22715371	0	2
Nam KS	7392a15e-72f3-3301-92e4-ece54805c926	22579855	0	1
Nam KW	d684c4e9-5471-3795-b019-dc0d7e0f186a	22532832	0	1
Namburi P	d8b9fd13-a563-33d9-bae4-df8dfa194472	23103518	0	1
Namgoong Y	2a581b98-5a1d-3bf4-b89b-98dffc8d19c3	17979123	0	1
Namiki C	2952e87e-2cf9-3b41-bb45-eae72ce060e8	17240165,20097045,18774263,19361957	0	4
Namkoong K	9f113cbc-3bb9-3675-bd6b-fd7488a57e66	17951002	0	1
Nan Y	8544c6fb-9f20-3d71-ade7-f2be44363971	17497646,22431306	0	2
Nandam LS	b1d85829-2853-37c5-a4a5-a57f72cf448d	22357846	0	1
Nandy R	f8739e3c-1a66-3425-901c-6a6792d60a3f	22326984	0	1
Nanetti L	30e1e260-bd52-34b6-8019-dd6bbdbceda4	21761507	0	1
Nankaku M	d9bc9774-58dc-3fd0-b26e-0df3cd2c82d7	18450480,19770057	0	2
Nantes SG	ceca9d28-ee9e-334c-b0b0-1c752758d736	23769997	0	1
Naoki M	aca69b8b-2231-3d7c-bf09-6093993bc7a2	14980557	0	1
Napadow V	4e7667df-7428-32c6-8534-3f2c7d143fdf	22473843,22496739,22387096,18337009,23785162,15499576,16761270,19345268,23222890,23718988,19501658,19559684	1	12
Napoliello EM	668a04de-dff5-35a8-a22c-0be5a2f84a5d	21109009,22564748,21391265	0	3
Napolitano A	bcf53240-e941-3194-828c-e0514ff3c5a4	23245760,20980590	0	2
Napolitano B	aa3526da-6569-3c4b-8bfe-fb4644e0730e	23505435,22488952	0	2
Narayana PA	f5e79fcd-aa9a-3ddf-adfb-41add814c49e	21840409,20153142,21692148,23151990,20661285	1	5
Narayana S	95e505e4-bef3-335d-9a7f-853af69ffc3c	21689765,21664276,21391267,22569543	1	4
Narayanan NS	2c1bcf65-ea6c-3a2c-bf68-978f6c5e9896	22759337	0	1
Narberhaus A	706278cc-1990-34fb-bdaf-634b451d37cb	22522963,19376244,16809052,15784435	0	4
Nardini M	a463bfac-2269-3bf6-bf3a-bd8b06ae8e65	18374902,15953488,17042790,15271588,19633177,19428222,19046394	1	7
Nardo D	394321b3-c0c1-35fd-92bf-ddf08254caaa	21741302,23616340,21382559	0	3
Nardone R	ec019041-fc32-342a-a45c-1ad0b93fa063	22611041	0	1
Nariai T	870340f3-7810-30fd-a0a8-c47bea2ad955	23966688	0	1
Narita K	59b6fe29-1150-35c1-9073-73188884f337	22140014,19026409,20123027	0	3
Narr KL	78b9c38b-9222-3e89-a019-6be1ed464e07	18570200,19449330,22405729,22419507	1	4
Narumoto J	87c90f72-d229-391b-9001-ec639f727642	21055445	0	1
Narvanen S	6bb8f033-1409-302e-9cc2-6f10d82b2b65	19184995	0	1
Narvid J	fa212fc2-2ae6-3f58-8c95-2fffad8b245b	17604879	0	1
Nash P	b758b56b-9ca3-369b-901f-11c25bd32310	23618495	0	1
Nash PG	f2bbd88b-1a74-36be-8c59-3fe08e03e018	19492300,20732744,21508220	0	3
Naso L	aaa726f6-054b-3dea-bdad-06488adcc4cf	21593339	0	1
Nassehi A	51e14bfc-0460-3b5e-a487-0bc3e595e1d2	23123681	0	1
Nasser JD	e9e58e83-f794-322c-bebc-d63869973aca	22230947	0	1
Nastase S	1ca14a0d-892c-3e97-b427-1a7c02a33377	23408389	0	1
Natale E	c73e85ad-f6c7-3abe-8132-35af65e5ff67	19034897,16706858	0	2
Natale P	8c216a68-472d-3e02-8dd6-e2c1acbc7186	12902389	0	1
Natelson BH	0563f9aa-cd78-3824-82c7-229872408d00	15907308	1	1
Nath AR	6204d7ae-dcab-34b9-a969-aeae6c5d5855	21957257,21289179	0	2
Nathan PJ	920c88c5-2289-39b7-a624-5ee231ced953	23245760,21733287,22357846,20609570,20980590,16368249	0	6
Nation DA	8214a5ab-670b-3acf-aae2-ccb35d66dd1a	21163275	0	1
Natsubori T	321f1e7a-7d2f-3589-9f7c-ecc458ecd812	23552078,22745788	0	2
Nau M	27b5b2a3-1534-365b-bbb6-6ec99c674d0b	19428407	0	1
Nauchi A	84a6818f-4e94-311f-907e-1096a1b852ff	19003956	0	1
Naumann T	f3d71ed7-3aef-3604-ac1f-39bcd22a8556	23207575,23427116	0	2
Naumer MJ	8d83311f-3115-3329-8610-5aabc999e1c7	20584176,18597794,21835248,20203196,19015373,19369561	1	6
Navarrete G	a0c211a4-4a0e-3352-8e47-0fef470b22da	24080372	0	1
Navas-Sanchez FJ	0c5e756d-8c71-37f8-a350-dbe960a374fd	21463696	0	1
Navez M	30b2f2d2-5a98-3c44-89f9-6717cb03d091	20237130	0	1
Nawa NE	2096fc3d-3f3b-327c-8a08-bbcd88dc7e10	19015081	0	1
Nawaz Khan I	f7d8ff01-7189-3774-bd82-1ed2a491efb6	23175677	0	1
Naylor MR	eb07bfb8-88e4-3c0f-b0db-4644ec352c29	22266175	0	1
Nazarian B	a3cabd03-74c2-3ac5-9a3a-d8bcc08c6a6f	20035884,19442494,22964490,18588986,21664278,18023825,21249224,19428423	0	8
Nazimek JM	981672d2-cf09-3ef6-a472-1ef85ced5d05	23933483	0	1
Nazir TA	43320e36-9b85-3529-a89b-182ab002e467	19684250	1	1
Neal A	fd149a81-5a64-3e25-91b4-64b5d82e1848	19675249	0	1
Nearing KI	971319dd-4fe7-362e-ae07-723d3dfad6d8	15363399,18985115,18786365	0	3
Nebel K	2fddc389-3f0e-3cbc-ae19-0b41d4b87a0b	16380271,15468121,16054840,17397807,16337110	0	5
Neber T	7a863b92-6232-3c7b-8d3c-6a1d697c2495	21821135	0	1
Nebes RD	7453289d-6815-3866-b3d6-93bd114bd0a1	14704217	0	1
Nedderhut A	51aa3cf2-a996-3a08-a081-68258d4f7ca6	17996464	0	1
Nederveen A	236e4785-bd6a-36aa-bd64-dee0803f0aa4	21831603	0	1
Nederveen AJ	56f3f51d-1d55-3ad7-9a76-a93b245167ab	21840402,20669165,22842212	0	3
Nedic A	f5490b36-8d4a-3f1f-bb6f-fb2770687915	23326346	0	1
Nee DE	88654efa-c1aa-3848-adcc-07c1a3cc45ce	23563962,22992491,22798339,16019232,20832478,23435212,17904389	0	7
Need AC	ae8a30e5-8678-3ab2-9d95-f32f7290f3bb	19641018	0	1
Neelin P	6ec233b3-34ea-3ea4-ab01-60d30a945e89	11532891	0	1
Neely EK	dc02d67d-0e8c-3c7d-81d6-6c97bc14be88	14704214	0	1
Neely KA	4820f183-3cb6-33bb-9a81-7c2f8ec9f4c2	22109998	0	1
Neely MN	aa49a55d-0788-337e-a07a-8b5ee882a267	22302817	0	1
Nees F	3d0be0ca-7f37-3936-b8ea-18de8d759281	24120094	0	1
Negele A	0b12e4c9-cc95-3575-8e15-67abf23ce96f	21362488	0	1
Neggers SF	22669cbf-41c1-353c-8883-3308e7031776	21935391,15050601,18854323,15926933,21527413,22235303,23465967,21097491,16473025	0	9
Nehrkorn B	18e6ca8e-22a4-368b-b168-d5333ca68f21	22419119	0	1
Neider MB	efac4fcf-3123-3221-ab14-b93c46b1208e	21440644	0	1
Neighbors C	616fb16b-4c72-3b97-b9c7-7549b8f92186	22428863	0	1
Neil JA	32d98193-f476-3cdb-9794-c21fc162e401	17275336	0	1
Neil Macrae C	20b6f75f-c886-3cd5-9773-aa4cf0834671	15862225	0	1
Nelesen RA	8a73896b-4233-33ee-968f-ea3c234a7f62	15219587	0	1
Nelini C	dacefbd6-e049-37da-aca9-62291c9a6a9a	18846222	0	1
Nelissen K	06ebcb9e-d219-3f83-93e9-cba613c29b12	21900574,19759300,16738235,15014131,16343560	0	5
Nelissen N	cb426358-796b-3bf6-bca4-853b6cd5f95e	16762567	0	1
Nelles G	d6981086-77e4-329e-90f6-e176eb0f590d	17881128,19442869	0	2
Nelson A	592e98e8-c576-3a21-8e1e-c9bfb49a1f63	16733091	0	1
Nelson AJ	86a08ed3-3374-33ae-a043-fc9a5b71cc52	20032238,21683500,21666261,18245039	1	4
Nelson AL	040ef506-854a-359b-8478-dfb854c44abc	19524090	0	1
Nelson B	f6747a3e-9f39-3a1b-9713-419e5dec0a69	22634856	0	1
Nelson CA	0ddf4cd7-a76b-3a03-8aa0-f95d3b84f898	24090797	1	1
Nelson E	7608237b-c02d-35bb-848d-444ad106d04a	19931400,17336344	0	2
Nelson EE	3b05ce1e-dcd4-33b4-b2b3-f4563f5f2743	17376704,16603133,17239620,15850746,18950748,15476691,19015081,17118409,14980560,21828112,19631626,15158422	1	12
Nelson JD	10853f83-4a4f-3f44-adab-93caef6be986	23365248,17689268	0	2
Nelson JR	233ca56c-0f81-34cb-b003-48c12a7ef619	18381767	0	1
Nelson R	1d76801c-0d2a-3689-9da8-ac0e9cdd1bab	15953495	0	1
Nelson SM	cf50331f-9586-36f4-9f42-6a9d76ddac29	21498405,17978031,20624599	0	3
Nemenov MI	7f89efa0-4e29-341c-ab93-9f87110c7fc6	19058914	0	1
Nemeroff CB	b4c42c5e-5e18-36e0-bb76-1558cff8fbaa	19162206,16084839	0	2
Nemeth L	36a3116f-ad3e-3352-951c-924e54172616	22885291	0	1
Nemmi F	b3a52e24-dc7f-348f-8b74-3028c8af17c4	22841350,22225882	0	2
Nemni R	102c0ad2-ad16-3d52-947a-291fc0ff0307	19188005,20457166	0	2
Nemoto H	1f29510c-3aad-307d-92ae-8ee176666e57	16855007	0	1
Nemoto K	5d42aed3-fc83-3137-b90c-f42a7aa4ca94	17150987,18501457,16798016,18465751,16330500	0	5
Nenadic I	cb4b9e56-b34a-345e-873e-475ba0b9a57f	17707869,18588988,19926451,16843445,20478385,19540863,21840344,22578721	1	8
Nencka A	ff56ac73-864a-3f1c-95fd-cfce03fcefc9	23416253	0	1
Nennig E	65888182-be51-3fe6-a245-9e0b06aee09c	15196684,15896481,18514745	0	3
Nerenberg L	58bb0c6b-c559-38b9-8b18-dd6ac9215da9	21938756	0	1
Nery FG	2e26584a-a431-37bf-8a6f-4706f08b1bb1	21391267,18465751	0	2
Neshewat G	2b6767f5-e5e7-3435-b4da-c0205778bab9	22387096	0	1
Ness V	cd4c8aca-9f43-384c-a18e-2446eaeb605f	24080261	0	1
Nessler S	50832230-9a97-38e5-8f78-d353223f794b	17617655	0	1
Nestor A	9eabe1ed-ad13-353d-965c-a6fa703c573e	19112516	0	1
Nestor L	d000b194-86c4-3a05-91e7-94fceeb8bc17	21440645,19631753,19631624	0	3
Nestor P	194d4056-1846-3ec5-a83d-f406f9dc24a1	16413049	1	1
Nestor PG	ed100cb0-bb48-3dc2-9197-c5e1ed39d8ef	19963356	0	1
Nestor PJ	8824c9fb-fc13-397d-9dec-2d8e75008712	19126572,16300967,17071925,18065243,19073652	1	5
Neta M	56159f25-31a9-3dff-9a71-501cb6013726	21349341	0	1
Netelenbos C	a4a926c7-5305-30d7-9202-49320b7ade8b	15734344	0	1
Nettekoven C	943d9858-d43d-3f1b-80aa-a68b92f9bfae	23395849	0	1
Neubauer A	0368381e-eb33-3a28-b534-389b6920f76a	23251496	1	1
Neubauer AC	40ca0b7f-2c43-3d84-8845-9add3098cdae	18266217	1	1
Neufang S	9500b771-44ff-3de9-9c61-e97cdb2496c0	17240169,23307487,16122945,18550597,18708149	0	5
Neufeld J	b5765fb9-8ab4-35a5-9806-5cc04da1a16f	22093438	0	1
Neufeld MY	dd725192-3270-33a4-b243-9dab584cf7a2	22855795,21056675,22518101	0	3
Neufeld RW	072cfc27-a106-3a25-b530-283d6a3beaf9	17412567,15885517,20525743,15820708	1	4
Neuhaus C	b77d24af-b692-3c88-b1c9-98cb56ff4426	17208462	0	1
Neuhaus E	8548c69b-1208-3d21-87ea-de3a777d2a85	22902768	0	1
Neuhaus J	20186ca9-96f2-3457-b04b-00954e975bc8	16763044,19428421	0	2
Neumaier-Probst E	2d40d979-a46a-3052-8861-1abc4f0d9ccf	19433437	0	1
Neumann B	2634e92e-b292-3075-91f8-f3aeabc6943b	17996464	0	1
Neumann J	d06d2805-7a00-39dd-ae52-ce5d5a661f87	21887888,22496739,19463961,17185003,17478101,16513368,16857390,15846824,21554966,17390315	1	10
Neumann K	f84277b0-7fb2-3484-8151-886ff3ddd494	19710179	0	1
Neumann SA	deeb934d-1eea-3969-b4d6-ea7131ce26af	16876130	0	1
Neumeister A	0fc34930-8c5c-3cf6-9e11-117dd98f5267	21704176	0	1
Neundorfer B	630e747e-6067-368b-adf6-7efe8c34416b	15733635,15217377	0	2
Neuner I	5b18fbf9-d827-3c7c-8333-482f4a954ce0	23251704,20188196,20205248,21259388	1	4
Neuper C	f6f80ac1-b86f-3234-a188-2375a831300d	20724032,17851092,19007800,21513918,19172644,22906791,18266217	1	7
Neuschaefer-Rube C	a451d2da-29d2-3272-9bf3-739f92683d9e	23660030	0	1
Nevado A	46395816-4783-3e25-a969-b40747167002	23121899,18294772	1	2
Nevalainen P	55acf84f-2f11-36bd-a915-5c5d0286adf2	23316156	0	1
Neveu R	75d23677-11a7-33f8-8d91-1cf9e20c4c30	23365257,23426687	0	2
Neville HJ	3c808eb9-123a-31d3-a807-c3c0d81ce29e	22787048	1	1
New A	5948b6ab-b09c-32e6-a2ba-f1ffedab9037	20226799	0	1
New AS	43df9b68-411b-396a-bb41-cb60d52c54d8	18588988,17601709,19394205	0	3
Newberg AB	2817d9c6-9106-362c-be47-f2f64e78b2cf	16084114,21145215	1	2
Newcorn JH	68b60dc0-b26e-3cfa-b901-bef7413da7fd	19520360,19086020,22386967,20026227	1	4
Newell F	751d6356-e22f-3671-996f-231e1c0bacdd	18603230	0	1
Newell FN	8185ecb6-fe10-34c7-b621-2182f77d3e7d	20669167,22227051,19815082	1	3
Newell K	bea73e45-d40a-3d45-a166-c1c01c19008e	16338048	1	1
Newen A	33dc7b6b-3b32-3d5e-9e7f-d1ef1d03efe3	16171833	0	1
Newhart M	7cd87b1b-8e43-35a5-9635-4067f3053d08	17174459	0	1
Newhill CE	79b19abd-6f97-39f0-95d3-b929b0585aa5	24055199	0	1
Newhouse PA	e3454f6f-884b-3517-873e-9583badc7952	19342141,22266175,18325582	1	3
Newling K	513329dc-e9fb-3854-8e7d-07a254b67794	23454619	0	1
Newman AJ	9566c3eb-d673-321a-98a0-6b7048099bc9	18245041,20347996,23291725	0	3
Newman JP	655e48b7-8c8e-310d-a9bb-12dd768c5673	22579718,22131397	1	2
Newman S	72703849-6532-3ee7-993f-2830621bda24	16009242	0	1
Newman SD	70e3f324-ba19-3356-b762-b1b5007d43bc	19554559,19184993,21782157,16718654,19540214,20304477,19538948	1	7
Newman-Norlund R	ac9f8e44-ebfa-31c7-b6c0-66aaf6616f60	19968969,15342430	0	2
Newman-Norlund RD	aabcf811-e921-3096-adf0-2d57d087b458	19015079,18378467	0	2
Newmark R	481443b1-4dd7-37d0-949b-f356dae5d72e	16893533,15885518	0	2
Newmark RE	521e600e-4d9a-3cdb-ad8e-2ec88b3ffb53	17329081,18588988,17587598,20045072,17574821	0	5
Newport EL	574695a6-ca94-3b21-acf0-78ba3d063653	23312790,20347996	0	2
Newton AT	8c4601b5-b506-3397-852f-94629e3350ab	21077136	0	1
Newton JM	64a4e5ee-6fc7-3143-b5e5-cd40c995d6b0	18675363,16702192,16421171,17566608,17432972	1	5
Neylan TC	1494eaed-8d76-3e5d-b96f-2e9b637c49fc	20483375	1	1
Ng C	d85bb483-72b8-36a8-8862-7b48e8c77273	22484520	1	1
Ng P	baa3e026-55e4-3011-96c1-6c63d9d4fd83	21511040	0	1
Ng SE	eaa5abe2-3f6b-345b-8dfe-7c34f4aa2d44	16126414	0	1
Ng SF	d4df0487-4a4c-3d89-8805-9777e1cd4dcb	17509541	0	1
Ng TH	9078eb72-e167-39e8-8b22-df5f5d70014b	23108270	0	1
Ng TP	d32365b9-07e9-3704-81ac-2555083554b1	19457386	1	1
Ng V	0757bf24-3b7b-3e85-a8dd-ad079097e3c2	12507945	0	1
Ng VW	af610150-a8c7-378f-b415-050094912a97	16139817,16084858	0	2
Ng YB	ad0de38a-679d-3189-959b-0b9decf67a00	15878602	0	1
Nga L	d95e39f9-c35f-3528-a557-88988eabde1d	21609968	0	1
Ngan E	be925088-d3a6-3769-bc8f-4894a8640f2f	17652461,23892109	0	2
Ngan ET	8ba6c466-8afa-3717-a454-28f687d1c0ee	16376861,20572208,15885507,16806838	1	4
Nguyen BT	95281b5e-1768-3125-b285-4d5da45357fd	15036060	0	1
Nguyen DV	07ca2072-663e-32a6-a847-eeb2130247f2	22277668	0	1
Nguyen HT	097f8df7-7b0e-3bac-95cb-e0a6498c4512	15961053	0	1
Nguyen JP	77698b84-b0c0-3fb9-8fa6-b32e21566daa	18083502	1	1
Nguyen VA	4f257fad-97f6-3703-a8a4-7bc4a1a7721a	18479943,18819106	0	2
Ni L	db44e60a-d748-3b19-9a59-e03c0836467f	22911787,22848692,23326484,23990958,23308163,23056400,22662152	0	7
Ni W	a893db86-081e-3a96-8c38-626b0d8b14a4	15109993	0	1
Niaura RS	6f98d789-f5cd-3ca0-855c-cc080595986d	20570495	1	1
Nichelli P	28fd51b1-bb43-3b51-80ae-624f795771bd	22349442	0	1
Nichelli PF	a999b2aa-ea6d-36d8-8c4b-3b326d1cd8d6	18216200	0	1
Nicholas J	fbc12017-d356-3298-ae53-066e2a521d7f	23107380	0	1
Nichols T	ca2dddce-cda2-32c1-bbcb-130909b0af08	24040262	0	1
Nichols TE	9b7b8b0a-62ca-3772-9f12-ade17375d525	20955803,15325352,20167205,23927901,22800732	1	5
Nicholson-Muth KC	fa76f181-fb31-3e90-a8b2-499e6c44c82a	20947065	0	1
Nickel FT	f83ea1b3-4b10-3d86-98a6-47cde4822398	22438199	0	1
Nickel R	e3b97c89-6e89-3f0a-842c-6c9d5bf1b82b	17428684	0	1
Nickels L	eb17fe78-974f-3490-bd48-370b5f0ce4b9	23684849,22412928	0	2
Nickl-Jockschat T	7883c088-b4b6-355f-baeb-4dc1e2322d6a	21692142	0	1
Nicolai JP	b42cb8c6-0a49-3a70-a22c-3ff9218aa864	16757183	0	1
Nicolas V	d31ccd0e-dcac-341c-8159-a0e319066a1c	18329671,17629502,21147235,22695256,18431500	0	5
Nicoletti G	8b148f4f-5dc6-3562-aa16-8b0a94f27b2d	16202396	0	1
Nicoletti M	0def83b2-c629-34c7-b698-3b4258398eeb	18465751	0	1
Nicoletti MA	734fa64b-38f5-34aa-9f3d-2928c173f1f0	20926068	0	1
Nicolini H	341e7e8d-a28a-3661-a443-eada999c96ae	15850737	1	1
Nicolle A	eacf7728-d530-3051-b4d3-3e706747c48f	21368043	0	1
Nicolson NA	0b5b7f20-b38e-3086-b1a6-795113fbbd3c	23743260	0	1
Nicotra A	e6194036-6838-3436-9caf-ab33240c181e	16330503	0	1
Niddam DM	83ba4d6b-1cf3-362a-b541-31a8340b6395	15808994,22541443,17999939,23693160,20705214,19962240,23200718	1	7
Nie B	8ffb2ded-5015-3ba7-a555-6d451ca1e3cf	22916152,23152865	1	2
Niedtfeld I	680b16f2-7f54-3a21-a99f-1684ad8da32a	20537612	0	1
Niehaus L	a189fccc-1416-3de5-9389-06e7c3ba9411	17626038,17888408	0	2
Nielen MM	b47940d0-13c9-3426-aed9-ec7a9bcdbdc7	15907318	0	1
